NroInstrumento;LinkExterno;Modalidade;ValorDoInstrumento;IngressoDeContrapartida;AcaoOrçamentaria;Objeto;NomeProponente;Estado;CNPJ;SituacaoInstrumento;DataFimDeVigenciaConv;NroProcesso;NroDaEmenda
931562;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750623&Usr=guest&Pwd=guest;TERMO DE FOMENTO;303772.94;0;1,04E+91;Implementação de Projeto de Castração de Cães e Gatos em Dourados - MS.;ASSOCIACAO PROTETORA DOS ANIMAIS REFUGIO DOS BICHOS;GO;20.845.276/0001-88;Em execução;2024-04-30;02000.001723/2022-70;40860004
936005;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1791430&Usr=guest&Pwd=guest;CONVENIO;251000.00;0;1,04E+91;Aquisição de veículo reboque Trailer, zero quilômetro, com a finalidade de funcionamento de serviço médico-veterinário móvel (Castramóvel), conforme especificações constantes do Anexo - Termo de Referência;CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTAVEL DA SERRA GAUCHA - CISGA;PB;14.662.467/0001-01;Em execução;2024-05-30;02000.005008/2022-10;37180011
917821;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1659917&Usr=guest&Pwd=guest;CONVENIO;1010000.00;5905.00;2E870035;CONTRIBUIR PARA O TRATAMENTO E MELHORAR A QUALIDADE DE VIDA DE ANIMAIS DE RUA EM SITUAÇÃO DE VULNERABILIDADE / RISCO.;MUNICIPIO DE JAHU;PB;46.195.079/0001-54;Em execução;2024-06-10;02000.002626/2021-10;28150003
930149;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750298&Usr=guest&Pwd=guest;CONVENIO;203000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos.;MUNICIPIO DE RIO BRILHANTE;RS;03.681.582/0001-07;Em execução;2024-06-26;02000.001728/2022-00;28360001
931439;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1746926&Usr=guest&Pwd=guest;CONVENIO;170200.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Belford Roxo/RJ.;MUNICIPIO DE BELFORD ROXO;RJ;39.485.438/0001-42;Em execução;2024-06-30;02000.001779/2022-20;39520013
930545;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1747683&Usr=guest&Pwd=guest;CONVENIO;151500.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Ipameri (GO).;MUNICIPIO DE IPAMERI;SP;01.763.606/0001-41;Em execução;2024-08-26;02000.001774/2022-00;19550014
917566;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1702202&Usr=guest&Pwd=guest;CONTRATO DE REPASSE;160000.00;0;2E870025;Estruturação das atividades de saúde e bem-estar animal em Cajazeiras - PB e região metropolitana, incluído ofertar a primeira etapa da Construção de Centro de Controle de Zoonoses;MUNICIPIO DE CAJAZEIRAS;MS;08.923.971/0001-15;Em execução;2024-09-30;02000.002617/2021-20;37390015
910468;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1658278&Usr=guest&Pwd=guest;CONTRATO DE REPASSE;251000.00;0;2E877000;Estruturação das Atividades de Saúde e bem-estar animal em João Pessoa - PB e região Metropolitana, incluído ofertar um Hospital Público Veterinário.;MUNICIPIO DE JOAO PESSOA;PA;08.778.326/0001-56;Em execução;2024-09-30;02000.002547/2021-10;27150005
931585;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750197&Usr=guest&Pwd=guest;CONVENIO;107926.00;5000.00;1,04E+91;Estruturação das atividades de controle populacional e bem-estar animal no Município de Sapucaia do Sul - RS.;MUNICIPIO DE SAPUCAIA DO SUL;SP;88.185.020/0001-25;Em execução;2024-11-08;02000.001730/2022-70;39200002
914645;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1660065&Usr=guest&Pwd=guest;CONVENIO;508966.67;200;2E870033;Equipar o município para controle de zoonoses e controle populacional de cães e gatos no Município de Italva/RJ;MUNICIPIO DE ITALVA;PB;30.417.158/0001-22;Em execução;2024-12-10;02000.002518/2021-40;37650002
931473;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1746796&Usr=guest&Pwd=guest;CONVENIO;460000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no município de Guará/SP.;MUNICIPIO DE GUARA;SP;45.353.299/0001-04;Em execução;2024-12-13;02000.001781/2022-00;42000004
930411;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748784&Usr=guest&Pwd=guest;CONVENIO;100200.00;10000.00;1,04E+91;Implantação de projeto de castração de cães e gatos no Município de Costa Rica/MS.;MUNICIPIO DE COSTA RICA;SP;15.389.596/0001-30;Em execução;2024-12-14;02000.001761/2022-20;28360001
919227;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700086&Usr=guest&Pwd=guest;CONVENIO;259522.98;1000.00;2E870015;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Marituba.;MUNICIPIO DE MARITUBA;CE;01.611.666/0001-49;Em execução;2024-12-16;02000.002703/2021-30;41870008
931683;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748919&Usr=guest&Pwd=guest;CONVENIO;359786.63;0;1,04E+91;Estruturacao das atividadesde saude e bem-estar animal, com enfoque no controle populacional de caes e gatos no municipio de Lins-SP;MUNICIPIO DE LINS;PB;44.531.788/0001-38;Em execução;2024-12-26;02000.001758/2022-10;28150006
935868;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748849&Usr=guest&Pwd=guest;CONVENIO;120000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos;MUNICIPIO DE TAPEROA;CE;08.749.525/0001-36;Em execução;2024-12-27;02000.005010/2022-80;24490022
935768;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749720&Usr=guest&Pwd=guest;CONVENIO;101000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Mairiporã (SP).;MUNICIPIO DE MAIRIPORA;GO;46.523.163/0001-50;Em execução;2024-12-27;02000.001740/2022-10;40210004
922854;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700496&Usr=guest&Pwd=guest;CONVENIO;358780.00;200;2E870035;Estruturação das atividades de saúde e bem estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE PRESIDENTE EPITACIO;RJ;55.293.427/0001-17;Em execução;2024-12-29;02000.005401/2021-10;28150003
938198;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1811966&Usr=guest&Pwd=guest;CONVENIO;353322.00;9522.98;1,04E+91;Estruturação das atividades de controle populacional e bem-estar animal no município de Paraipaba/CE.;MUNICIPIO DE PARAIPABA;PE;10.380.608/0001-42;Em execução;2024-12-30;02000.007564/2022-10;27000010
935884;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749008&Usr=guest&Pwd=guest;CONVENIO;101044.20;0;1,04E+91;Equipamentos de saúde hospitalar veterinária para o Hospital Veterinário Público Municipal de João Pessoa - PB, garantindo a assistência para a população pessoense.;MUNICIPIO DE JOAO PESSOA;RS;08.778.326/0001-56;Em execução;2024-12-30;02000.004997/2022-10;27150005
931614;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749719&Usr=guest&Pwd=guest;CONVENIO;355000.00;0;1,04E+91;Estruturação das atividades de controle populacional e bem-estar animal no município de Caucaia - CE;MUNICIPIO DE CAUCAIA;ES;07.616.162/0001-06;Em execução;2024-12-30;02000.001741/2022-50;37330006
931603;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1747435&Usr=guest&Pwd=guest;CONVENIO;350425.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos no município de Jataí/GO.;MUNICIPIO DE JATAI;GO;01.165.729/0001-80;Em execução;2024-12-30;02000.001776/2022-90;40580004
930412;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749824&Usr=guest&Pwd=guest;CONVENIO;;0;1,04E+91;Adquirir equipamentos para auxiliar na estruturação das atividades de saúde e bem estar animal.;MUNICIPIO DE RIO DAS OSTRAS;;39.223.581/0001-66;Em execução;2024-12-30;02000.001737/2022-90;39520013
930150;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750744&Usr=guest&Pwd=guest;TERMO DE FOMENTO;;0;1,04E+91;Estruturação das atividades de saúde e bem estar animal, incluído o controle populacional de cães e gatos.;ASSOCIACAO INSTITUTO QUATRO PATAS;;30.284.654/0001-55;Em execução;2024-12-30;02000.001722/2022-20;33870006
929825;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1745744&Usr=guest&Pwd=guest;CONVENIO;;0;1,04E+91;Estruturação de Atividades de Saúde e Bem-estar Animal, incluindo o Controle Populacional de Cães e Gatos no Município de Pinheiro Machado/RS.;MUNICIPIO DE PINHEIRO MACHADO;;88.084.942/0001-46;Em execução;2025-03-24;02000.001789/2022-60;32400009
928448;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748576&Usr=guest&Pwd=guest;CONTRATO DE REPASSE;;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal no Município de Santa Maria de Jetibá;MUNICIPIO DE SANTA MARIA DE JETIBA;;36.388.445/0001-38;Em execução;2025-05-20;02000.001762/2022-70;27730012
928450;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750002&Usr=guest&Pwd=guest;CONTRATO DE REPASSE;;0;-;A construção de clínica veterinária com estruturação das atividades de saúde e bem-estar animal desenvolvidas pelo Município de Cidade de Goiás - GO.;MUNICIPIO DE GOIAS;;02.295.772/0001-23;Em execução;2025-05-30;02000.001733/2022-10;39650004
